platform,rank,cover_img,title,artist,playtime
지니,86,https://cdn.chartin.me/image/album/genie/81955089.jpg?v=1709284106962&size=80,Off My Face,Justin Bieber,2:37
지니,87,https://cdn.chartin.me/image/album/genie/83902576.jpg?v=1709284116791&size=80,나에게 그대만이,탑현,3:11
지니,88,https://cdn.chartin.me/image/album/genie/82814458.jpg?v=1709284111879&size=80,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),3:43
지니,89,https://cdn.chartin.me/image/album/genie/84697055.jpg?v=1709284121330&size=80,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,3:36
지니,90,https://cdn.chartin.me/image/album/genie/83082184.jpg?v=1709284113412&size=80,ANTIFRAGILE,LE SSERAFIM (르세라핌),3:04
지니,91,https://cdn.chartin.me/image/album/genie/82798875.jpg?v=1709284111776&size=80,그라데이션,10CM,3:21
지니,92,https://cdn.chartin.me/image/album/genie/84763619.jpg?v=1709284122465&size=80,하루,에일리 (Ailee),4:56
지니,93,https://cdn.chartin.me/image/album/genie/84709055.jpg?v=1709284121507&size=80,Yes or No (Feat. 허윤진 of LE SSERAFIM & Crush),그루비룸 (GroovyRoom),2:59
지니,94,https://cdn.chartin.me/image/album/genie/82651870.jpg?v=1709284110937&size=80,나의 X에게,경서,3:08
지니,95,https://cdn.chartin.me/image/album/genie/83066601.jpg?v=1709284113107&size=80,Underwater,권은비,2:51
지니,96,https://cdn.chartin.me/image/album/genie/83932963.jpg?v=1709284116991&size=80,Steal The Show,Lauv,3:13
지니,97,https://cdn.chartin.me/image/album/genie/82759659.jpg?v=1709284111458&size=80,Summer (Feat. BE'O (비오)),Paul Blanco,3:20
지니,98,https://cdn.chartin.me/image/album/genie/84157291.jpg?v=1709284117735&size=80,Bubble,STAYC (스테이씨),2:59
지니,99,https://cdn.chartin.me/image/album/genie/81545399.jpg?v=1709284106563&size=80,Dynamite,방탄소년단,3:19
지니,100,https://cdn.chartin.me/image/album/genie/82602752.jpg?v=1709284110149&size=80,내가 아니라도,주호,4:08
FLO,1,https://cdn.chartin.me/image/album/flo/422064961.jpg?v=1707818644482&size=80,밤양갱,비비 (BIBI),2:26
FLO,2,https://cdn.music-flo.com/image/v2/album/559/743/20/04/420743559_65aa1cb4_s.jpg?1705647285716%2Fdims%2Fresize%2F1000x1000%2Fquality%2F90=&size=80,첫 만남은 계획대로 되지 않아,TWS (투어스),2:32
FLO,3,https://cdn.chartin.me/image/album/flo/421442441.jpg?v=1708419856426&size=80,Love wins all,아이유 (IU),4:31
FLO,4,https://cdn.chartin.me/image/album/flo/422163532.jpg?v=1708333664417&size=80,EASY,LE SSERAFIM (르세라핌),2:44
FLO,5,https://cdn.music-flo.com/image/v2/album/834/303/21/04/421303834_65b75a24_s.jpg?1706514981658%2Fdims%2Fresize%2F1000x1000%2Fquality%2F90=&size=80,나는 아픈 건 딱 질색이니까,(여자)아이들,2:41
FLO,6,https://cdn.chartin.me/image/album/flo/421442441.jpg?v=1708419856426&size=80,홀씨,아이유 (IU),3:10
FLO,7,https://cdn.chartin.me/image/album/flo/419521664.jpg?v=1701075991180&size=80,To. X,태연 (TAEYEON),2:50
FLO,8,https://cdn.chartin.me/image/album/flo/418573930.jpg?v=1699241770517&size=80,Perfect Night,LE SSERAFIM (르세라핌),2:39
FLO,9,https://cdn.music-flo.com/image/v2/album/834/303/21/04/421303834_65b75a24_s.jpg?1706514981658%2Fdims%2Fresize%2F1000x1000%2Fquality%2F90=&size=80,Wife,(여자)아이들,2:01
FLO,10,https://cdn.music-flo.com/image/v2/album/834/303/21/04/421303834_65b75a24_s.jpg?1706514981658%2Fdims%2Fresize%2F1000x1000%2Fquality%2F90=&size=80,Super Lady,(여자)아이들,2:32
FLO,11,https://cdn.chartin.me/image/album/flo/406716973.jpg?v=1699238501594&size=80,사랑은 늘 도망가,임영웅,4:02
FLO,12,https://cdn.chartin.me/image/album/flo/419606346.jpg?v=1701598075951&size=80,비의 랩소디,임재현,3:55
FLO,13,https://cdn.chartin.me/image/album/flo/412481763.jpg?v=1699240998316&size=80,I AM,IVE (아이브),3:03
FLO,14,https://cdn.chartin.me/image/album/flo/421442441.jpg?v=1708419856426&size=80,Shopper,아이유 (IU),3:35
FLO,15,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,우리들의 블루스,임영웅,3:27
FLO,16,https://cdn.chartin.me/image/album/flo/413139838.jpg?v=1699241089216&size=80,헤어지자 말해요,박재정,4:03
FLO,17,https://cdn.chartin.me/image/album/flo/414422186.jpg?v=1699241257936&size=80,모래 알갱이,임영웅,3:40
FLO,18,https://cdn.chartin.me/image/album/flo/419004970.jpg?v=1699593627577&size=80,Drama,aespa,3:34
FLO,19,https://cdn.chartin.me/image/album/flo/420822012.jpg?v=1704445674144&size=80,Love 119,RIIZE,2:53
FLO,20,https://cdn.chartin.me/image/album/flo/404550893.jpg?v=1699236680635&size=80,이제 나만 믿어요,임영웅,4:02
FLO,21,https://cdn.chartin.me/image/album/flo/420097431.jpg?v=1702461851914&size=80,에피소드,이무진,3:25
FLO,22,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,다시 만날 수 있을까,임영웅,4:34
FLO,23,https://cdn.chartin.me/image/album/flo/417871565.jpg?v=1699241704632&size=80,Do or Die,임영웅,3:25
FLO,24,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,무지개,임영웅,3:16
FLO,25,https://cdn.chartin.me/image/album/flo/417510529.jpg?v=1699241663145&size=80,Baddie,IVE (아이브),2:34
FLO,26,https://cdn.chartin.me/image/album/flo/415330480.jpg?v=1699241374521&size=80,ETA,NewJeans,2:31
FLO,27,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,아버지,임영웅,3:58
FLO,28,https://cdn.chartin.me/image/album/flo/416414727.jpg?v=1699241517710&size=80,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),4:10
FLO,29,https://cdn.chartin.me/image/album/flo/410034656.jpg?v=1699240495992&size=80,Polaroid,임영웅,3:26
FLO,30,https://cdn.chartin.me/image/album/flo/410034656.jpg?v=1699240495992&size=80,London Boy,임영웅,4:04
FLO,31,https://cdn.chartin.me/image/album/flo/415330480.jpg?v=1699241374521&size=80,Super Shy,NewJeans,2:34
FLO,32,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,인생찬가,임영웅,3:53
FLO,33,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,A bientot,임영웅,4:16
FLO,34,https://cdn.chartin.me/image/album/flo/407162649.jpg?v=1701738097075&size=80,인사,범진,3:35
FLO,35,https://cdn.chartin.me/image/album/flo/408064827.jpg?v=1699239381828&size=80,연애편지,임영웅,3:35
FLO,36,https://cdn.chartin.me/image/album/flo/416589318.jpg?v=1699241538347&size=80,Love Lee,AKMU (악뮤),2:59
FLO,37,https://cdn.chartin.me/image/album/flo/413700913.jpg?v=1699241158015&size=80,퀸카 (Queencard),(여자)아이들,2:41
FLO,38,https://cdn.chartin.me/image/album/flo/420215754.jpg?v=1703026579866&size=80,꿈,태연 (TAEYEON),3:58
FLO,39,https://cdn.chartin.me/image/album/flo/408826847.jpg?v=1699239829827&size=80,Hype Boy,NewJeans,2:58
FLO,40,https://cdn.chartin.me/image/album/flo/413209.jpg?v=1699241096573&size=80,너의 모든 순간,성시경,4:03
FLO,41,https://cdn.chartin.me/image/album/flo/418762547.jpg?v=1699241783721&size=80,MANIAC,VIVIZ (비비지),3:15
FLO,42,https://cdn.chartin.me/image/album/flo/403230931.jpg?v=1699236048493&size=80,한 페이지가 될 수 있게,DAY6 (데이식스),3:25
FLO,43,https://cdn.chartin.me/image/album/flo/410940180.jpg?v=1702544713575&size=80,Ditto,NewJeans,3:05
FLO,44,https://cdn.chartin.me/image/album/flo/409131223.jpg?v=1699240010891&size=80,After LIKE,IVE (아이브),2:56
FLO,45,https://cdn.chartin.me/image/album/flo/416590456.jpg?v=1699241539218&size=80,Get A Guitar,RIIZE,2:40
FLO,46,https://cdn.chartin.me/image/album/flo/415539782.jpg?v=1699241404962&size=80,Seven (feat. Latto) - Clean Ver.,정국,3:04
FLO,47,https://cdn.chartin.me/image/album/flo/422226793.jpg?v=1708510009705&size=80,천상연,이창섭,4:31
FLO,48,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,WAY 4 LUV,PLAVE,3:39
FLO,49,https://cdn.chartin.me/image/album/flo/407967067.jpg?v=1699239326541&size=80,LOVE DIVE,IVE (아이브),2:57
FLO,50,https://cdn.chartin.me/image/album/flo/416589318.jpg?v=1699241538347&size=80,후라이의 꿈,AKMU (악뮤),3:24
FLO,51,https://cdn.chartin.me/image/album/flo/421442441.jpg?v=1708419856426&size=80,관객이 될게 (I stan U),아이유 (IU),3:12
FLO,52,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,우리 영화,PLAVE,2:41
FLO,53,https://cdn.chartin.me/image/album/flo/412481763.jpg?v=1699240998316&size=80,Kitsch,IVE (아이브),3:15
FLO,54,https://cdn.chartin.me/image/album/flo/411572589.jpg?v=1699240864060&size=80,심(心),DK(디셈버),4:17
FLO,55,https://cdn.chartin.me/image/album/flo/20154722.jpg?v=1699234657755&size=80,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,3:30
FLO,56,https://cdn.chartin.me/image/album/flo/413411156.jpg?v=1699241129866&size=80,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),3:05
FLO,57,https://cdn.chartin.me/image/album/flo/417510529.jpg?v=1699241663145&size=80,Off The Record,IVE (아이브),3:08
FLO,58,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,Watch Me Woo!,PLAVE,2:15
FLO,59,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,버추얼 아이돌,PLAVE,2:29
FLO,60,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,From,PLAVE,3:28
FLO,61,https://cdn.chartin.me/image/album/flo/417838595.jpg?v=1699241696181&size=80,You & Me,제니 (JENNIE),2:59
FLO,62,https://cdn.chartin.me/image/album/flo/413506252.jpg?v=1699241133230&size=80,Spicy,aespa,3:17
FLO,63,https://cdn.chartin.me/image/album/flo/20089092.jpg?v=1699234505519&size=80,밤편지,아이유 (IU),4:13
FLO,64,https://cdn.chartin.me/image/album/flo/407145662.jpg?v=1699238815341&size=80,취중고백,김민석,3:47
FLO,65,https://cdn.chartin.me/image/album/flo/407357371.jpg?v=1699238977567&size=80,I Don’t Think That I Like Her,Charlie Puth,3:08
FLO,66,https://cdn.chartin.me/image/album/flo/9000635.jpg?v=1699242486085&size=80,희재,성시경,4:41
FLO,67,https://cdn.chartin.me/image/album/flo/407911089.jpg?v=1699239297755&size=80,사건의 지평선,윤하,5:00
FLO,68,https://cdn.chartin.me/image/album/flo/403299537.jpg?v=1699236199953&size=80,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),4:50
FLO,69,https://cdn.chartin.me/image/album/flo/413275901.jpg?v=1699241102246&size=80,손오공,세븐틴 (SEVENTEEN),3:20
FLO,70,https://cdn.chartin.me/image/album/flo/409504935.jpg?v=1699240252613&size=80,그중에 그대를 만나,김호중,4:19
FLO,71,https://cdn.chartin.me/image/album/flo/410969566.jpg?v=1699240667224&size=80,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),3:15
FLO,72,https://cdn.chartin.me/image/album/flo/408826847.jpg?v=1699239829827&size=80,Attention,NewJeans,2:59
FLO,73,https://cdn.chartin.me/image/album/flo/413411156.jpg?v=1699241129866&size=80,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),3:02
FLO,74,https://cdn.chartin.me/image/album/flo/406345478.jpg?v=1699238067003&size=80,STAY (Explicit Ver.),"The Kid LAROI, Justin Bieber",2:21
FLO,75,https://cdn.chartin.me/image/album/flo/422331192.jpg?v=1708938642459&size=80,Merry PLLIstmas,PLAVE,3:59
FLO,76,https://cdn.chartin.me/image/album/flo/415442488.jpg?v=1699241388346&size=80,사막에서 꽃을 피우듯,우디 (Woody),4:19
FLO,77,https://cdn.chartin.me/image/album/flo/406205640.jpg?v=1699237837521&size=80,다정히 내 이름을 부르면,"경서예지, 전건호",3:51
FLO,78,https://cdn.chartin.me/image/album/flo/408089854.jpg?v=1699239420304&size=80,나의 X에게,경서,3:07
FLO,79,https://cdn.chartin.me/image/album/flo/418234153.jpg?v=1699241734786&size=80,Discord,QWER,2:47
FLO,80,https://cdn.chartin.me/image/album/flo/416216145.jpg?v=1699241490552&size=80,Fast Forward,전소미,2:40
FLO,81,https://cdn.chartin.me/image/album/flo/415290976.jpg?v=1699241369502&size=80,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,4:18
FLO,82,https://cdn.chartin.me/image/album/flo/408591866.jpg?v=1699239678169&size=80,빛이 나는 사람,김호중,3:36
FLO,83,https://cdn.chartin.me/image/album/flo/20237198.jpg?v=1699234980673&size=80,주저하는 연인들을 위해,잔나비,4:25
FLO,84,https://cdn.chartin.me/image/album/flo/411112995.jpg?v=1699240768139&size=80,그대가 내 안에 박혔다(그내박),순순희(기태),3:37
FLO,85,https://cdn.chartin.me/image/album/flo/20080494.jpg?v=1699234492473&size=80,예뻤어,DAY6 (데이식스),4:43
FLO,86,https://cdn.chartin.me/image/album/flo/409580394.jpg?v=1699240298294&size=80,나의 목소리로,김호중,3:52
FLO,87,https://cdn.chartin.me/image/album/flo/410940180.jpg?v=1702544713575&size=80,OMG,NewJeans,3:32
FLO,88,https://cdn.chartin.me/image/album/flo/527746.jpg?v=1699242054660&size=80,Dangerously,Charlie Puth,3:19
FLO,89,https://cdn.chartin.me/image/album/flo/418608954.jpg?v=1699241774967&size=80,편지 한 장 (부제: 서른에 만난 첫 세상) (A letter),김호중,4:04
FLO,90,https://cdn.chartin.me/image/album/flo/408854988.jpg?v=1699239852079&size=80,주마등,김호중,4:35
FLO,91,https://cdn.chartin.me/image/album/flo/409328017.jpg?v=1699240135304&size=80,인생은 뷰티풀,김호중,3:34
FLO,92,https://cdn.chartin.me/image/album/flo/412608592.jpg?v=1699241019027&size=80,사랑하지 않아서 그랬어,임한별,3:43
FLO,93,https://cdn.chartin.me/image/album/flo/408854988.jpg?v=1699239852079&size=80,친구,김호중,5:12
FLO,94,https://cdn.chartin.me/image/album/flo/408854988.jpg?v=1699239852079&size=80,약속 [約束],김호중,3:28
FLO,95,https://cdn.chartin.me/image/album/flo/405065073.jpg?v=1699237019130&size=80,"애인이 되어줄게요 (Prod. 알고보니, 혼수상태)",김호중,3:07
FLO,96,https://cdn.chartin.me/image/album/flo/416415659.jpg?v=1699241518592&size=80,Bubble,STAYC (스테이씨),2:59
FLO,97,https://cdn.chartin.me/image/album/flo/421442441.jpg?v=1708419856426&size=80,"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유 (IU),3:46
FLO,98,https://cdn.chartin.me/image/album/flo/418440499.jpg?v=1699241752392&size=80,음악의 신,세븐틴 (SEVENTEEN),3:25
FLO,99,https://cdn.chartin.me/image/album/flo/417510529.jpg?v=1699241663145&size=80,Either Way,IVE (아이브),2:46
FLO,100,https://cdn.chartin.me/image/album/flo/408854988.jpg?v=1699239852079&size=80,Champagne,김호중,4:29
벅스,1,https://cdn.chartin.me/image/album/bugs/4096123.jpg?v=1707818642849&size=80,밤양갱,비비(BIBI),2:26
벅스,2,https://cdn.chartin.me/image/album/bugs/4094730.jpg?v=1706951676824&size=80,첫 만남은 계획대로 되지 않아,TWS (투어스),2:32
벅스,3,https://cdn.chartin.me/image/album/bugs/4095604.jpg?v=1708333663891&size=80,EASY,LE SSERAFIM (르세라핌),2:44
벅스,4,https://cdn.chartin.me/image/album/bugs/4095501.jpg?v=1706951681882&size=80,홀씨,아이유(IU),3:10
벅스,5,https://cdn.chartin.me/image/album/bugs/4095394.jpg?v=1706951677664&size=80,나는 아픈 건 딱 질색이니까,(여자)아이들,2:41
벅스,6,https://cdn.chartin.me/image/album/bugs/4095501.jpg?v=1706951681882&size=80,Love wins all,아이유(IU),4:31
벅스,7,https://cdn.chartin.me/image/album/bugs/4095501.jpg?v=1706951681882&size=80,Shopper,아이유(IU),3:35
벅스,8,https://cdn.chartin.me/image/album/bugs/4093522.jpg?v=1701079334899&size=80,To. X,"태연 (TAEYEON),",2:50
벅스,9,https://cdn.chartin.me/image/album/bugs/4095288.jpg?v=1705485984940&size=80,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),2:59
벅스,10,https://cdn.chartin.me/image/album/bugs/4095394.jpg?v=1706951677664&size=80,Wife,(여자)아이들,2:01
벅스,11,https://cdn.chartin.me/image/album/bugs/4094833.jpg?v=1704445673087&size=80,Love 119,RIIZE,2:53
벅스,12,https://cdn.chartin.me/image/album/bugs/4092452.jpg?v=1699231207371&size=80,Perfect Night,LE SSERAFIM (르세라핌),2:39
벅스,13,https://cdn.chartin.me/image/album/bugs/4095501.jpg?v=1706951681882&size=80,관객이 될게 (I stan U),아이유(IU),3:12
벅스,14,https://cdn.chartin.me/image/album/bugs/4092661.jpg?v=1699231222901&size=80,MANIAC,VIVIZ (비비지),3:15
벅스,15,https://cdn.chartin.me/image/album/bugs/20608836.jpg?v=1701598074867&size=80,비의 랩소디,임재현,3:55
벅스,16,https://cdn.chartin.me/image/album/bugs/4094127.jpg?v=1702461851215&size=80,에피소드,이무진,3:25
벅스,17,https://cdn.chartin.me/image/album/bugs/4095394.jpg?v=1706951677664&size=80,Super Lady,(여자)아이들,2:32
벅스,18,https://cdn.chartin.me/image/album/bugs/4096575.jpg?v=1708938641426&size=80,WAY 4 LUV,PLAVE,3:39
벅스,19,https://cdn.chartin.me/image/album/bugs/4092948.jpg?v=1699593626715&size=80,Drama,aespa,3:35
벅스,20,https://cdn.chartin.me/image/album/bugs/4090366.jpg?v=1699231049744&size=80,Get A Guitar,RIIZE,2:40
벅스,21,https://cdn.chartin.me/image/album/bugs/20265759.jpg?v=1699224668450&size=80,한 페이지가 될 수 있게,DAY6 (데이식스),3:25
벅스,22,https://cdn.chartin.me/image/album/bugs/4084947.jpg?v=1699230988773&size=80,I AM,IVE (아이브),3:03
벅스,23,https://cdn.chartin.me/image/album/bugs/4096408.jpg?v=1708941989911&size=80,TAP,태용 (TAEYONG),2:37
벅스,24,https://cdn.chartin.me/image/album/bugs/4090168.jpg?v=1699231046096&size=80,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection),4:10
벅스,25,https://cdn.chartin.me/image/album/bugs/4094235.jpg?v=1702807534659&size=80,꿈,태연 (TAEYEON),3:58
벅스,26,https://cdn.chartin.me/image/album/bugs/20609824.jpg?v=1701684242756&size=80,DASH,NMIXX,2:47
벅스,27,https://cdn.chartin.me/image/album/bugs/4095604.jpg?v=1708333663891&size=80,Swan Song,LE SSERAFIM (르세라핌),2:37
벅스,28,https://cdn.chartin.me/image/album/bugs/4085673.jpg?v=1699230997780&size=80,헤어지자 말해요,박재정,4:03
벅스,29,https://cdn.chartin.me/image/album/bugs/20440993.jpg?v=1699226359903&size=80,인사,범진,3:35
벅스,30,https://cdn.chartin.me/image/album/bugs/4088574.jpg?v=1699231031076&size=80,ETA,NewJeans,2:31
벅스,31,https://cdn.chartin.me/image/album/bugs/4082425.jpg?v=1699230889796&size=80,Ditto,NewJeans,3:05
벅스,32,https://cdn.chartin.me/image/album/bugs/4091774.jpg?v=1699231141214&size=80,You & Me,제니 (JENNIE),2:59
벅스,33,https://cdn.chartin.me/image/album/bugs/4096392.jpg?v=1708509701074&size=80,천상연,이창섭,4:31
벅스,34,https://cdn.chartin.me/image/album/bugs/4095501.jpg?v=1706951681882&size=80,"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유(IU),3:46
벅스,35,https://cdn.chartin.me/image/album/bugs/4078016.jpg?v=1699230516296&size=80,Hype Boy,NewJeans,2:56
벅스,36,https://cdn.chartin.me/image/album/bugs/4091551.jpg?v=1699231118630&size=80,Baddie,IVE (아이브),2:34
벅스,37,https://cdn.chartin.me/image/album/bugs/4095604.jpg?v=1708333663891&size=80,Smart,LE SSERAFIM (르세라핌),2:46
벅스,38,https://cdn.chartin.me/image/album/bugs/4088912.jpg?v=1699231034295&size=80,Seven (feat. Latto) - Clean Ver.,정국,3:04
벅스,39,https://cdn.chartin.me/image/album/bugs/413209.jpg?v=1699231250028&size=80,너의 모든 순간,성시경,4:03
벅스,40,https://cdn.chartin.me/image/album/bugs/4090354.jpg?v=1699231049400&size=80,Love Lee,AKMU(악뮤),2:59
벅스,41,https://cdn.chartin.me/image/album/bugs/4090354.jpg?v=1699231049400&size=80,후라이의 꿈,AKMU(악뮤),3:24
벅스,42,https://cdn.chartin.me/image/album/bugs/20080494.jpg?v=1699223885022&size=80,예뻤어,DAY6 (데이식스),4:43
벅스,43,https://cdn.chartin.me/image/album/bugs/4088574.jpg?v=1699231031076&size=80,Super Shy,NewJeans,2:34
벅스,44,https://cdn.chartin.me/image/album/bugs/4092106.jpg?v=1699231174070&size=80,Discord,QWER,2:47
벅스,45,https://cdn.chartin.me/image/album/bugs/31755650.jpg?v=1699228272108&size=80,Steal The Show (From “엘리멘탈”),Lauv(라우브),3:11
벅스,46,https://cdn.chartin.me/image/album/bugs/4079006.jpg?v=1699230592079&size=80,숲,최유리,3:48
벅스,47,https://cdn.chartin.me/image/album/bugs/4086320.jpg?v=1699231005226&size=80,퀸카 (Queencard),(여자)아이들,2:41
벅스,48,https://cdn.chartin.me/image/album/bugs/4073469.jpg?v=1699230235872&size=80,사건의 지평선,윤하(Younha/ユンナ),5:00
벅스,49,https://cdn.chartin.me/image/album/bugs/4091551.jpg?v=1699231118630&size=80,Off The Record,IVE (아이브),3:08
벅스,50,https://cdn.chartin.me/image/album/bugs/4078936.jpg?v=1699230589140&size=80,After LIKE,IVE (아이브),2:57
벅스,51,https://cdn.chartin.me/image/album/bugs/20563467.jpg?v=1699227500384&size=80,Spicy,aespa,3:17
벅스,52,https://cdn.chartin.me/image/album/bugs/4092445.jpg?v=1699231205921&size=80,Talk Saxy,RIIZE,3:11
벅스,53,https://cdn.chartin.me/image/album/bugs/4092706.jpg?v=1699231227949&size=80,Standing Next to You,정국,3:26
벅스,54,https://cdn.chartin.me/image/album/bugs/4078016.jpg?v=1699230516296&size=80,Attention,NewJeans,2:58
벅스,55,https://cdn.chartin.me/image/album/bugs/4084947.jpg?v=1699230988773&size=80,Kitsch,IVE (아이브),3:15
벅스,56,https://cdn.chartin.me/image/album/bugs/20154722.jpg?v=1699224092878&size=80,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim),3:30
벅스,57,https://cdn.chartin.me/image/album/bugs/4088497.jpg?v=1699231030158&size=80,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,4:18
벅스,58,https://cdn.chartin.me/image/album/bugs/4073710.jpg?v=1699230250862&size=80,LOVE DIVE,IVE (아이브),2:57
벅스,59,https://cdn.chartin.me/image/album/bugs/527746.jpg?v=1699231631532&size=80,Dangerously,Charlie Puth(찰리 푸스),3:19
벅스,60,https://cdn.chartin.me/image/album/bugs/4091001.jpg?v=1699231084062&size=80,별 떨어진다 (I Do),디오 (D.O.),2:43
벅스,61,https://cdn.chartin.me/image/album/bugs/20278851.jpg?v=1699224783990&size=80,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤),4:50
벅스,62,https://cdn.chartin.me/image/album/bugs/30535371.jpg?v=1699228160202&size=80,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),3:15
벅스,63,https://cdn.chartin.me/image/album/bugs/4092154.jpg?v=1699231177609&size=80,잠시라도 우리,"성시경, 나얼(Na-Ul)",4:53
벅스,64,https://cdn.chartin.me/image/album/bugs/4079758.jpg?v=1699230643289&size=80,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스),3:08
벅스,65,https://cdn.chartin.me/image/album/bugs/20237198.jpg?v=1699224488340&size=80,주저하는 연인들을 위해,잔나비,4:25
벅스,66,https://cdn.chartin.me/image/album/bugs/4088574.jpg?v=1699231031076&size=80,New Jeans,NewJeans,1:49
벅스,67,https://cdn.chartin.me/image/album/bugs/4085992.jpg?v=1699231001880&size=80,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),3:05
벅스,68,https://cdn.chartin.me/image/album/bugs/4082425.jpg?v=1699230889796&size=80,OMG,NewJeans,3:32
벅스,69,https://cdn.chartin.me/image/album/bugs/20156782.jpg?v=1699224105460&size=80,어른,Sondia,4:19
